"year","round","date","time","region","venue","hteam","ateam","hscore","ascore","is_grand_final","is_final","home_win","hdiff"
2016,2,2016-04-03,"12:10:00","ACT","Manuka Oval","Greater Western Sydney","Geelong",89,76,0,0,1,13
2016,2,2016-04-03,"14:20:00","VIC","M.C.G.","Hawthorn","West Coast",99,53,0,0,1,46
2016,2,2016-04-02,"19:25:00","VIC","Docklands","St Kilda","Western Bulldogs",36,93,0,0,0,-57
2016,3,2016-04-10,"15:40:00","VIC","Kardinia Park","Geelong","Brisbane Lions",125,56,0,0,1,69
2016,3,2016-04-09,"18:25:00","QLD","Carrara","Gold Coast","Carlton",95,41,0,0,1,54
2016,3,2016-04-10,"12:10:00","TAS","Bellerive Oval","North Melbourne","Melbourne",136,131,0,0,1,5
2016,3,2016-04-08,"17:50:00","SA","Adelaide Oval","Port Adelaide","Essendon",112,51,0,0,1,61
2016,3,2016-04-09,"13:10:00","VIC","Docklands","Richmond","Adelaide",92,128,0,0,0,-36
2016,3,2016-04-09,"12:45:00","VIC","M.C.G.","St Kilda","Collingwood",119,90,0,0,1,29
2016,3,2016-04-09,"15:35:00","NSW","S.C.G.","Sydney","Greater Western Sydney",93,68,0,0,1,25
2016,3,2016-04-09,"14:40:00","WA","Subiaco","West Coast","Fremantle",92,59,0,0,1,33
2016,3,2016-04-10,"14:20:00","VIC","Docklands","Western Bulldogs","Hawthorn",90,93,0,0,0,-3
2016,4,2016-04-16,"17:40:00","SA","Adelaide Oval","Adelaide","Sydney",113,103,0,0,1,10
2016,4,2016-04-16,"15:35:00","QLD","Gabba","Brisbane Lions","Gold Coast",107,94,0,0,1,13
2016,4,2016-04-16,"18:25:00","VIC","Docklands","Carlton","Western Bulldogs",49,85,0,0,0,-36
2016,4,2016-04-17,"14:20:00","VIC","M.C.G.","Collingwood","Melbourne",67,102,0,0,0,-35
2016,4,2016-04-16,"12:45:00","VIC","M.C.G.","Essendon","Geelong",42,72,0,0,0,-30
2016,4,2016-04-17,"12:10:00","ACT","Manuka Oval","Greater Western Sydney","Port Adelaide",151,65,0,0,1,86
2016,4,2016-04-16,"13:10:00","TAS","York Park","Hawthorn","St Kilda",87,84,0,0,1,3
2016,4,2016-04-17,"15:40:00","VIC","Docklands","North Melbourne","Fremantle",132,101,0,0,1,31
2016,4,2016-04-15,"15:10:00","WA","Subiaco","West Coast","Richmond",125,57,0,0,1,68
2016,5,2016-04-25,"14:20:00","VIC","M.C.G.","Collingwood","Essendon",142,73,0,0,1,69
2016,5,2016-04-24,"11:15:00","WA","Subiaco","Fremantle","Carlton",68,72,0,0,0,-4
2016,5,2016-04-23,"15:35:00","QLD","Carrara","Gold Coast","North Melbourne",81,119,0,0,0,-38
2016,5,2016-04-22,"18:50:00","VIC","M.C.G.","Hawthorn","Adelaide",112,109,0,0,1,3
2016,5,2016-04-24,"18:10:00","VIC","M.C.G.","Melbourne","Richmond",129,96,0,0,1,33
2016,5,2016-04-23,"17:45:00","SA","Adelaide Oval","Port Adelaide","Geelong",59,107,0,0,0,-48
2016,5,2016-04-24,"12:10:00","VIC","Docklands","St Kilda","Greater Western Sydney",79,126,0,0,0,-47
2016,5,2016-04-23,"12:45:00","NSW","S.C.G.","Sydney","West Coast",88,49,0,0,1,39
2016,5,2016-04-23,"18:25:00","VIC","Docklands","Western Bulldogs","Brisbane Lions",120,67,0,0,1,53
2016,6,2016-04-30,"12:10:00","SA","Adelaide Oval","Adelaide","Fremantle",97,64,0,0,1,33
2016,6,2016-05-01,"12:10:00","QLD","Gabba","Brisbane Lions","Sydney",94,97,0,0,0,-3
2016,6,2016-05-01,"14:20:00","VIC","M.C.G.","Carlton","Essendon",72,57,0,0,1,15
2016,6,2016-04-30,"18:25:00","VIC","Kardinia Park","Geelong","Gold Coast",168,48,0,0,1,120
2016,6,2016-04-30,"15:35:00","NSW","Sydney Showground","Greater Western Sydney","Hawthorn",158,83,0,0,1,75
2016,6,2016-04-30,"12:45:00","VIC","Docklands","Melbourne","St Kilda",96,135,0,0,0,-39
2016,6,2016-04-29,"18:50:00","VIC","Docklands","North Melbourne","Western Bulldogs",61,45,0,0,1,16
2016,6,2016-04-30,"18:25:00","VIC","M.C.G.","Richmond","Port Adelaide",59,94,0,0,0,-35
2016,6,2016-05-01,"11:40:00","WA","Subiaco","West Coast","Collingwood",124,62,0,0,1,62
2016,7,2016-05-07,"12:45:00","VIC","M.C.G.","Collingwood","Carlton",84,99,0,0,0,-15
2016,7,2016-05-07,"15:10:00","WA","Subiaco","Fremantle","Greater Western Sydney",77,95,0,0,0,-18
2016,7,2016-05-07,"13:10:00","VIC","Kardinia Park","Geelong","West Coast",123,79,0,0,1,44
2016,7,2016-05-07,"16:10:00","QLD","Carrara","Gold Coast","Melbourne",87,160,0,0,0,-73
2016,7,2016-05-08,"14:40:00","SA","Adelaide Oval","Port Adelaide","Brisbane Lions",136,59,0,0,1,77
2016,7,2016-05-06,"18:50:00","VIC","M.C.G.","Richmond","Hawthorn",90,136,0,0,0,-46
2016,7,2016-05-08,"14:20:00","VIC","Docklands","St Kilda","North Melbourne",75,82,0,0,0,-7
2016,7,2016-05-07,"15:35:00","NSW","S.C.G.","Sydney","Essendon",135,54,0,0,1,81
2016,7,2016-05-07,"18:40:00","VIC","Docklands","Western Bulldogs","Adelaide",123,108,0,0,1,15
2016,8,2016-05-13,"17:50:00","SA","Adelaide Oval","Adelaide","Geelong",72,98,0,0,0,-26
2016,8,2016-05-14,"18:25:00","QLD","Gabba","Brisbane Lions","Collingwood",65,143,0,0,0,-78
2016,8,2016-05-15,"12:10:00","VIC","Docklands","Carlton","Port Adelaide",93,91,0,0,1,2
2016,8,2016-05-14,"12:45:00","VIC","Docklands","Essendon","North Melbourne",60,74,0,0,0,-14
2016,8,2016-05-14,"15:35:00","NSW","Sydney Showground","Greater Western Sydney","Gold Coast",149,58,0,0,1,91
2016,8,2016-05-14,"13:10:00","TAS","York Park","Hawthorn","Fremantle",116,75,0,0,1,41
2016,8,2016-05-15,"14:20:00","VIC","M.C.G.","Melbourne","Western Bulldogs",82,114,0,0,0,-32
2016,8,2016-05-14,"18:25:00","VIC","M.C.G.","Richmond","Sydney",101,100,0,0,1,1
2016,8,2016-05-15,"11:40:00","WA","Subiaco","West Coast","St Kilda",132,29,0,0,1,103
2016,9,2016-05-21,"12:45:00","VIC","M.C.G.","Collingwood","Geelong",104,80,0,0,1,24
2016,9,2016-05-21,"14:40:00","WA","Subiaco","Fremantle","Richmond",45,83,0,0,0,-38
2016,9,2016-05-21,"13:10:00","QLD","Carrara","Gold Coast","Adelaide",74,149,0,0,0,-75
2016,9,2016-05-22,"14:20:00","NSW","Sydney Showground","Greater Western Sydney","Western Bulldogs",98,73,0,0,1,25
2016,9,2016-05-20,"18:50:00","VIC","M.C.G.","Hawthorn","Sydney",55,69,0,0,0,-14
2016,9,2016-05-22,"12:10:00","VIC","M.C.G.","Melbourne","Brisbane Lions",131,68,0,0,1,63
2016,9,2016-05-21,"18:25:00","VIC","Docklands","North Melbourne","Carlton",113,46,0,0,1,67
2016,9,2016-05-21,"14:35:00","SA","Adelaide Oval","Port Adelaide","West Coast",86,94,0,0,0,-8
2016,9,2016-05-22,"15:40:00","VIC","Docklands","St Kilda","Essendon",109,63,0,0,1,46
2016,10,2016-05-28,"17:40:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",107,85,0,0,1,22
2016,10,2016-05-28,"12:45:00","QLD","Gabba","Brisbane Lions","Hawthorn",87,135,0,0,0,-48
2016,10,2016-05-29,"12:10:00","VIC","Docklands","Carlton","Geelong",104,85,0,0,1,19
2016,10,2016-05-29,"14:20:00","VIC","M.C.G.","Collingwood","Western Bulldogs",53,74,0,0,0,-21
2016,10,2016-05-28,"18:25:00","VIC","M.C.G.","Essendon","Richmond",67,105,0,0,0,-38
2016,10,2016-05-28,"12:10:00","NT","Traeger Park","Melbourne","Port Adelaide",76,121,0,0,0,-45
2016,10,2016-05-28,"15:35:00","VIC","Docklands","St Kilda","Fremantle",101,67,0,0,1,34
2016,10,2016-05-27,"18:50:00","NSW","S.C.G.","Sydney","North Melbourne",91,65,0,0,1,26
2016,10,2016-05-29,"11:40:00","WA","Subiaco","West Coast","Gold Coast",132,55,0,0,1,77
2016,11,2016-06-05,"14:40:00","SA","Adelaide Oval","Adelaide","St Kilda",133,45,0,0,1,88
2016,11,2016-06-04,"13:10:00","VIC","Docklands","Carlton","Brisbane Lions",102,64,0,0,1,38
2016,11,2016-06-05,"12:10:00","VIC","M.C.G.","Collingwood","Port Adelaide",58,125,0,0,0,-67
2016,11,2016-06-04,"14:40:00","WA","Subiaco","Fremantle","Essendon",126,47,0,0,1,79
2016,11,2016-06-04,"15:35:00","VIC","Kardinia Park","Geelong","Greater Western Sydney",98,88,0,0,1,10
2016,11,2016-06-04,"18:25:00","QLD","Carrara","Gold Coast","Sydney",41,79,0,0,0,-38
2016,11,2016-06-04,"12:45:00","VIC","M.C.G.","Hawthorn","Melbourne",82,64,0,0,1,18
2016,11,2016-06-03,"18:50:00","TAS","Bellerive Oval","North Melbourne","Richmond",124,54,0,0,1,70
2016,11,2016-06-05,"14:20:00","VIC","Docklands","Western Bulldogs","West Coast",83,75,0,0,1,8
2016,12,2016-06-11,"15:35:00","QLD","Gabba","Brisbane Lions","Fremantle",64,147,0,0,0,-83
2016,12,2016-06-10,"18:50:00","VIC","Docklands","Essendon","Hawthorn",43,151,0,0,0,-108
2016,12,2016-06-11,"18:25:00","VIC","Docklands","Geelong","North Melbourne",105,74,0,0,1,31
2016,12,2016-06-12,"15:40:00","NSW","Sydney Showground","Greater Western Sydney","Sydney",105,63,0,0,1,42
2016,12,2016-06-13,"14:20:00","VIC","M.C.G.","Melbourne","Collingwood",104,58,0,0,1,46
2016,12,2016-06-11,"11:40:00","SA","Adelaide Oval","Port Adelaide","Western Bulldogs",97,100,0,0,0,-3
2016,12,2016-06-12,"14:20:00","VIC","M.C.G.","Richmond","Gold Coast",114,97,0,0,1,17
2016,12,2016-06-12,"12:10:00","VIC","Docklands","St Kilda","Carlton",110,78,0,0,1,32
2016,12,2016-06-11,"14:40:00","WA","Subiaco","West Coast","Adelaide",76,105,0,0,0,-29
2016,13,2016-06-18,"12:40:00","QLD","Gabba","Brisbane Lions","West Coast",82,131,0,0,0,-49
2016,13,2016-06-19,"15:40:00","VIC","Docklands","Essendon","Greater Western Sydney",90,117,0,0,0,-27
2016,13,2016-06-18,"11:35:00","WA","Subiaco","Fremantle","Port Adelaide",86,69,0,0,1,17
2016,13,2016-06-17,"18:50:00","VIC","Docklands","North Melbourne","Hawthorn",84,93,0,0,0,-9
2016,13,2016-06-19,"12:10:00","NSW","S.C.G.","Sydney","Melbourne",86,31,0,0,1,55
2016,13,2016-06-18,"18:25:00","VIC","Docklands","Western Bulldogs","Geelong",43,100,0,0,0,-57
2016,14,2016-06-23,"17:50:00","SA","Adelaide Oval","Adelaide","North Melbourne",100,67,0,0,1,33
2016,14,2016-06-24,"18:50:00","VIC","M.C.G.","Collingwood","Fremantle",85,37,0,0,1,48
2016,14,2016-06-25,"15:35:00","NSW","Sydney Showground","Greater Western Sydney","Carlton",127,65,0,0,1,62
2016,14,2016-06-26,"14:20:00","TAS","York Park","Hawthorn","Gold Coast",86,60,0,0,1,26
2016,14,2016-06-25,"12:40:00","VIC","M.C.G.","Richmond","Brisbane Lions",117,75,0,0,1,42
2016,14,2016-06-25,"18:25:00","VIC","Docklands","St Kilda","Geelong",93,90,0,0,1,3
2016,15,2016-07-02,"18:25:00","VIC","M.C.G.","Carlton","Collingwood",45,57,0,0,0,-12
2016,15,2016-07-02,"12:40:00","QLD","Carrara","Gold Coast","St Kilda",108,68,0,0,1,40
2016,15,2016-07-03,"14:20:00","VIC","M.C.G.","Melbourne","Adelaide",98,120,0,0,0,-22
2016,15,2016-07-01,"17:50:00","SA","Adelaide Oval","Port Adelaide","Richmond",94,56,0,0,1,38
2016,15,2016-07-02,"15:35:00","NSW","S.C.G.","Sydney","Western Bulldogs",79,83,0,0,0,-4
2016,15,2016-06-30,"15:10:00","WA","Subiaco","West Coast","Essendon",130,52,0,0,1,78
2016,16,2016-07-10,"12:10:00","VIC","M.C.G.","Carlton","Adelaide",47,107,0,0,0,-60
2016,16,2016-07-10,"15:40:00","VIC","Docklands","Essendon","St Kilda",98,109,0,0,0,-11
2016,16,2016-07-08,"18:50:00","VIC","Kardinia Park","Geelong","Sydney",60,98,0,0,0,-38
2016,16,2016-07-09,"15:35:00","QLD","Carrara","Gold Coast","Brisbane Lions",139,113,0,0,1,26
2016,16,2016-07-09,"12:40:00","NSW","Sydney Showground","Greater Western Sydney","Collingwood",93,125,0,0,0,-32
2016,16,2016-07-09,"17:40:00","NT","Marrara Oval","Melbourne","Fremantle",87,55,0,0,1,32
2016,16,2016-07-07,"17:50:00","SA","Adelaide Oval","Port Adelaide","Hawthorn",79,101,0,0,0,-22
2016,16,2016-07-10,"10:20:00","WA","Subiaco","West Coast","North Melbourne",104,72,0,0,1,32
2016,16,2016-07-09,"18:25:00","VIC","Docklands","Western Bulldogs","Richmond",85,75,0,0,1,10
2016,17,2016-07-16,"17:40:00","SA","Adelaide Oval","Adelaide","Collingwood",97,69,0,0,1,28
2016,17,2016-07-17,"15:40:00","QLD","Gabba","Brisbane Lions","Greater Western Sydney",67,146,0,0,0,-79
2016,17,2016-07-17,"12:10:00","VIC","M.C.G.","Carlton","West Coast",75,82,0,0,0,-7
2016,17,2016-07-15,"15:10:00","WA","Subiaco","Fremantle","Geelong",61,78,0,0,0,-17
2016,17,2016-07-16,"15:35:00","VIC","Docklands","North Melbourne","Port Adelaide",77,105,0,0,0,-28
2016,17,2016-07-16,"12:40:00","VIC","M.C.G.","Richmond","Essendon",102,83,0,0,1,19
2016,17,2016-07-17,"14:20:00","VIC","Docklands","St Kilda","Melbourne",110,74,0,0,1,36
2016,17,2016-07-14,"18:20:00","NSW","S.C.G.","Sydney","Hawthorn",70,75,0,0,0,-5
2016,17,2016-07-16,"18:25:00","QLD","Cazaly's Stadium","Western Bulldogs","Gold Coast",107,59,0,0,1,48
2016,18,2016-07-22,"18:50:00","VIC","Docklands","Collingwood","North Melbourne",84,124,0,0,0,-40
2016,18,2016-07-24,"12:10:00","VIC","Docklands","Essendon","Brisbane Lions",91,128,0,0,0,-37
2016,18,2016-07-23,"18:25:00","VIC","Kardinia Park","Geelong","Adelaide",85,55,0,0,1,30
2016,18,2016-07-23,"13:10:00","QLD","Carrara","Gold Coast","Fremantle",105,81,0,0,1,24
2016,18,2016-07-24,"14:20:00","VIC","M.C.G.","Hawthorn","Richmond",114,44,0,0,1,70
2016,18,2016-07-24,"14:40:00","SA","Adelaide Oval","Port Adelaide","Greater Western Sydney",60,79,0,0,0,-19
2016,18,2016-07-23,"12:45:00","NSW","S.C.G.","Sydney","Carlton",74,68,0,0,1,6
2016,18,2016-07-23,"11:35:00","WA","Subiaco","West Coast","Melbourne",66,60,0,0,1,6
2016,18,2016-07-23,"18:25:00","VIC","Docklands","Western Bulldogs","St Kilda",60,75,0,0,0,-15
2016,19,2016-07-31,"14:40:00","SA","Adelaide Oval","Adelaide","Essendon",143,61,0,0,1,82
2016,19,2016-07-30,"18:25:00","QLD","Gabba","Brisbane Lions","Port Adelaide",79,173,0,0,0,-94
2016,19,2016-07-30,"15:35:00","VIC","M.C.G.","Collingwood","West Coast",91,72,0,0,1,19
2016,19,2016-07-31,"10:20:00","WA","Subiaco","Fremantle","Sydney",47,137,0,0,0,-90
2016,19,2016-07-29,"18:50:00","VIC","Kardinia Park","Geelong","Western Bulldogs",103,78,0,0,1,25
2016,19,2016-07-30,"12:45:00","ACT","Manuka Oval","Greater Western Sydney","Richmond",111,23,0,0,1,88
2016,19,2016-07-30,"13:10:00","TAS","York Park","Hawthorn","Carlton",74,55,0,0,1,19
2016,19,2016-07-31,"12:10:00","VIC","M.C.G.","Melbourne","Gold Coast",66,64,0,0,1,2
2016,19,2016-07-30,"18:25:00","VIC","Docklands","North Melbourne","St Kilda",85,62,0,0,1,23
2016,20,2016-08-06,"17:40:00","SA","Adelaide Oval","Adelaide","Brisbane Lions",177,39,0,0,1,138
2016,20,2016-08-07,"12:10:00","VIC","M.C.G.","Carlton","St Kilda",51,122,0,0,0,-71
2016,20,2016-08-07,"11:40:00","WA","Subiaco","Fremantle","West Coast",64,110,0,0,0,-46
2016,20,2016-08-07,"14:20:00","VIC","Docklands","Geelong","Essendon",100,34,0,0,1,66
2016,20,2016-08-06,"15:35:00","QLD","Carrara","Gold Coast","Greater Western Sydney",84,92,0,0,0,-8
2016,20,2016-08-06,"13:10:00","VIC","M.C.G.","Melbourne","Hawthorn",110,81,0,0,1,29
2016,20,2016-08-05,"18:50:00","VIC","M.C.G.","Richmond","Collingwood",92,77,0,0,1,15
2016,20,2016-08-06,"12:45:00","NSW","S.C.G.","Sydney","Port Adelaide",100,33,0,0,1,67
2016,20,2016-08-06,"18:25:00","VIC","Docklands","Western Bulldogs","North Melbourne",61,47,0,0,1,14
2016,21,2016-08-13,"12:45:00","QLD","Gabba","Brisbane Lions","Carlton",99,95,0,0,1,4
2016,21,2016-08-14,"12:10:00","VIC","Docklands","Essendon","Gold Coast",75,69,0,0,1,6
2016,21,2016-08-14,"11:40:00","WA","Subiaco","Fremantle","Adelaide",70,142,0,0,0,-72
2016,21,2016-08-13,"15:35:00","NSW","Sydney Showground","Greater Western Sydney","West Coast",96,97,0,0,0,-1
2016,21,2016-08-13,"13:10:00","VIC","M.C.G.","Hawthorn","North Melbourne",96,57,0,0,1,39
2016,21,2016-08-13,"17:40:00","SA","Adelaide Oval","Port Adelaide","Melbourne",54,94,0,0,0,-40
2016,21,2016-08-14,"14:20:00","VIC","M.C.G.","Richmond","Geelong",78,82,0,0,0,-4
2016,21,2016-08-13,"18:25:00","VIC","Docklands","St Kilda","Sydney",76,146,0,0,0,-70
2016,21,2016-08-12,"18:50:00","VIC","Docklands","Western Bulldogs","Collingwood",95,92,0,0,1,3
2016,22,2016-08-21,"14:20:00","QLD","Gabba","Brisbane Lions","Geelong",69,129,0,0,0,-60
2016,22,2016-08-21,"12:10:00","VIC","M.C.G.","Carlton","Melbourne",78,58,0,0,1,20
2016,22,2016-08-20,"18:25:00","VIC","Docklands","Collingwood","Gold Coast",118,47,0,0,1,71
2016,22,2016-08-21,"15:40:00","VIC","Docklands","Essendon","Western Bulldogs",53,93,0,0,0,-40
2016,22,2016-08-20,"15:35:00","NSW","Sydney Showground","Greater Western Sydney","Fremantle",129,37,0,0,1,92
2016,22,2016-08-20,"12:45:00","TAS","Bellerive Oval","North Melbourne","Sydney",76,85,0,0,0,-9
2016,22,2016-08-20,"17:40:00","SA","Adelaide Oval","Port Adelaide","Adelaide",94,109,0,0,0,-15
2016,22,2016-08-20,"13:10:00","VIC","M.C.G.","Richmond","St Kilda",46,55,0,0,0,-9
2016,22,2016-08-19,"15:10:00","WA","Subiaco","West Coast","Hawthorn",92,67,0,0,1,25
2016,23,2016-08-26,"18:10:00","SA","Adelaide Oval","Adelaide","West Coast",71,100,0,0,0,-29
2016,23,2016-08-27,"13:10:00","VIC","M.C.G.","Essendon","Carlton",103,79,0,0,1,24
2016,23,2016-08-28,"11:40:00","WA","Subiaco","Fremantle","Western Bulldogs",69,49,0,0,1,20
2016,23,2016-08-27,"12:45:00","VIC","Kardinia Park","Geelong","Melbourne",155,44,0,0,1,111
2016,23,2016-08-27,"18:25:00","QLD","Carrara","Gold Coast","Port Adelaide",66,89,0,0,0,-23
2016,23,2016-08-28,"14:20:00","VIC","M.C.G.","Hawthorn","Collingwood",112,111,0,0,1,1
2016,23,2016-08-27,"18:25:00","VIC","Docklands","North Melbourne","Greater Western Sydney",63,100,0,0,0,-37
2016,23,2016-08-28,"12:10:00","VIC","Docklands","St Kilda","Brisbane Lions",161,103,0,0,1,58
2016,23,2016-08-27,"15:35:00","NSW","S.C.G.","Sydney","Richmond",164,51,0,0,1,113
2016,24,2016-09-10,"17:40:00","SA","Adelaide Oval","Adelaide","North Melbourne",141,79,0,2,1,62
2016,24,2016-09-09,"18:50:00","VIC","M.C.G.","Geelong","Hawthorn",85,83,0,3,1,2
2016,24,2016-09-10,"14:20:00","NSW","Stadium Australia","Sydney","Greater Western Sydney",55,91,0,3,0,-36
2016,24,2016-09-08,"15:10:00","WA","Subiaco","West Coast","Western Bulldogs",52,99,0,2,0,-47
2016,25,2016-09-16,"18:50:00","VIC","M.C.G.","Hawthorn","Western Bulldogs",84,107,0,4,0,-23
2016,25,2016-09-17,"18:25:00","NSW","S.C.G.","Sydney","Adelaide",118,82,0,4,1,36
2016,26,2016-09-23,"18:50:00","VIC","M.C.G.","Geelong","Sydney",60,97,0,5,0,-37
2016,26,2016-09-24,"16:15:00","NSW","Sydney Showground","Greater Western Sydney","Western Bulldogs",83,89,0,5,0,-6
2016,27,2016-10-01,"13:30:00","VIC","M.C.G.","Sydney","Western Bulldogs",67,89,1,6,0,-22
2017,1,2017-03-26,"14:50:00","SA","Adelaide Oval","Adelaide","Greater Western Sydney",147,91,0,0,1,56
2017,1,2017-03-23,"19:20:00","VIC","M.C.G.","Carlton","Richmond",89,132,0,0,0,-43
2017,1,2017-03-24,"19:50:00","VIC","M.C.G.","Collingwood","Western Bulldogs",86,100,0,0,0,-14
2017,1,2017-03-25,"19:25:00","VIC","M.C.G.","Essendon","Hawthorn",116,91,0,0,1,25
2017,1,2017-03-26,"16:40:00","WA","Subiaco","Fremantle","Geelong",73,115,0,0,0,-42
2017,1,2017-03-25,"19:05:00","QLD","Carrara","Gold Coast","Brisbane Lions",96,98,0,0,0,-2
2017,1,2017-03-26,"13:10:00","VIC","Docklands","North Melbourne","West Coast",93,136,0,0,0,-43
2017,1,2017-03-25,"16:35:00","VIC","Docklands","St Kilda","Melbourne",90,120,0,0,0,-30
2017,1,2017-03-25,"16:35:00","NSW","S.C.G.","Sydney","Port Adelaide",82,110,0,0,0,-28
2017,2,2017-04-01,"18:25:00","QLD","Gabba","Brisbane Lions","Essendon",84,111,0,0,0,-27
2017,2,2017-04-02,"13:10:00","VIC","Docklands","Geelong","North Melbourne",112,111,0,0,1,1
2017,2,2017-04-01,"16:35:00","NSW","Sydney Showground","Greater Western Sydney","Gold Coast",160,58,0,0,1,102
2017,2,2017-04-01,"13:45:00","VIC","M.C.G.","Hawthorn","Adelaide",89,113,0,0,0,-24
2017,2,2017-04-02,"15:20:00","VIC","M.C.G.","Melbourne","Carlton",86,64,0,0,1,22
2017,2,2017-04-02,"16:10:00","SA","Adelaide Oval","Port Adelaide","Fremantle",145,56,0,0,1,89
2017,2,2017-03-30,"19:20:00","VIC","M.C.G.","Richmond","Collingwood",99,80,0,0,1,19
2017,2,2017-04-01,"16:40:00","WA","Subiaco","West Coast","St Kilda",116,97,0,0,1,19
2017,2,2017-03-31,"19:50:00","VIC","Docklands","Western Bulldogs","Sydney",110,87,0,0,1,23
2017,3,2017-04-09,"15:20:00","VIC","M.C.G.","Carlton","Essendon",57,42,0,0,1,15
2017,3,2017-04-08,"17:40:00","WA","Subiaco","Fremantle","Western Bulldogs",89,73,0,0,1,16
2017,3,2017-04-08,"16:35:00","VIC","Docklands","Geelong","Melbourne",126,97,0,0,1,29
2017,3,2017-04-09,"16:40:00","QLD","Carrara","Gold Coast","Hawthorn",139,53,0,0,1,86
2017,3,2017-04-08,"13:45:00","TAS","Bellerive Oval","North Melbourne","Greater Western Sydney",67,109,0,0,0,-42
2017,3,2017-04-08,"19:10:00","SA","Adelaide Oval","Port Adelaide","Adelaide",83,100,0,0,0,-17
2017,3,2017-04-08,"14:10:00","VIC","M.C.G.","Richmond","West Coast",76,65,0,0,1,11
2017,3,2017-04-09,"13:10:00","VIC","Docklands","St Kilda","Brisbane Lions",107,76,0,0,1,31
2017,3,2017-04-07,"19:50:00","NSW","S.C.G.","Sydney","Collingwood",79,80,0,0,0,-1
2017,4,2017-04-15,"19:10:00","SA","Adelaide Oval","Adelaide","Essendon",153,88,0,0,1,65
2017,4,2017-04-16,"16:40:00","QLD","Gabba","Brisbane Lions","Richmond",67,119,0,0,0,-52
2017,4,2017-04-15,"19:25:00","VIC","Docklands","Carlton","Gold Coast",82,108,0,0,0,-26
2017,4,2017-04-16,"15:20:00","VIC","Docklands","Collingwood","St Kilda",55,69,0,0,0,-14
2017,4,2017-04-15,"16:35:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Port Adelaide",112,81,0,0,1,31
2017,4,2017-04-17,"15:20:00","VIC","M.C.G.","Hawthorn","Geelong",48,134,0,0,0,-86
2017,4,2017-04-15,"13:45:00","VIC","M.C.G.","Melbourne","Fremantle",104,106,0,0,0,-2
2017,4,2017-04-14,"16:20:00","VIC","Docklands","North Melbourne","Western Bulldogs",86,89,0,0,0,-3
2017,4,2017-04-13,"18:10:00","WA","Subiaco","West Coast","Sydney",91,65,0,0,1,26
2017,5,2017-04-25,"15:20:00","VIC","M.C.G.","Essendon","Collingwood",100,82,0,0,1,18
2017,5,2017-04-22,"17:40:00","WA","Subiaco","Fremantle","North Melbourne",67,62,0,0,1,5
2017,5,2017-04-22,"16:35:00","QLD","Carrara","Gold Coast","Adelaide",86,153,0,0,0,-67
2017,5,2017-04-23,"16:40:00","VIC","M.C.G.","Hawthorn","West Coast",125,75,0,0,1,50
2017,5,2017-04-21,"19:20:00","SA","Adelaide Oval","Port Adelaide","Carlton",137,47,0,0,1,90
2017,5,2017-04-24,"19:25:00","VIC","M.C.G.","Richmond","Melbourne",88,75,0,0,1,13
2017,5,2017-04-23,"15:20:00","VIC","Docklands","St Kilda","Geelong",88,126,0,0,0,-38
2017,5,2017-04-22,"19:25:00","NSW","S.C.G.","Sydney","Greater Western Sydney",63,105,0,0,0,-42
2017,5,2017-04-22,"13:45:00","VIC","Docklands","Western Bulldogs","Brisbane Lions",122,90,0,0,1,32
2017,6,2017-04-30,"16:10:00","SA","Adelaide Oval","Adelaide","Richmond",140,64,0,0,1,76
2017,6,2017-04-29,"16:35:00","QLD","Gabba","Brisbane Lions","Port Adelaide",67,150,0,0,0,-83
2017,6,2017-04-29,"14:10:00","VIC","M.C.G.","Carlton","Sydney",97,78,0,0,1,19
2017,6,2017-04-30,"13:10:00","VIC","Docklands","Essendon","Melbourne",74,112,0,0,0,-38
2017,6,2017-04-30,"15:20:00","VIC","M.C.G.","Geelong","Collingwood",78,107,0,0,0,-29
2017,6,2017-04-28,"19:50:00","ACT","UNSW Canberra Oval","Greater Western Sydney","Western Bulldogs",75,73,0,0,1,2
2017,6,2017-04-29,"13:45:00","TAS","University of Tasmania Stadium","Hawthorn","St Kilda",55,130,0,0,0,-75
2017,6,2017-04-29,"19:25:00","VIC","Docklands","North Melbourne","Gold Coast",107,94,0,0,1,13
2017,6,2017-04-29,"18:10:00","WA","Subiaco","West Coast","Fremantle",103,62,0,0,1,41
